Draw date,Last Day To Claim,Winning Numbers,Megaball,Megaplier,Jackpot,Jackpot Cash Value,Jackpot Winners,Jackpot CO Winners,Match 5 Prize,Match 5 CO Winners,Match 5 Prize (with Megaplier),Match 5 CO Winners (with Megaplier),Match 4 + Megaball Prize,Match 4 + Megaball CO Winners,Match 4 + Megaball Prize (with Megaplier),Match 4 + Megaball CO Winners (with Megaplier),Match 4 Prize,Match 4 CO Winners,Match 4 Prize (with Megaplier),Match 4 CO Winners (with Megaplier),Match 3 + Megaball Prize,Match 3 + Megaball CO Winners,Match 3 + Megaball Prize (with Megaplier),Match 3 + Megaball CO Winners (with Megaplier),Match 3 Prize,Match 3 CO Winners,Match 3 Prize (with Megaplier),Match 3 CO Winners (with Megaplier),Match 2 + Megaball Prize,Match 2 + Megaball CO Winners,Match 2 + Megaball Prize (with Megaplier),Match 2 + Megaball CO Winners (with Megaplier),Match 1 + Megaball Prize,Match 1 + Megaball CO Winners,Match 1 + Megaball Prize (with Megaplier),Match 1 + Megaball CO Winners (with Megaplier),Match 0 + Megaball Prize,Match 0 + Megaball CO Winners,Match 0 + Megaball Prize (with Megaplier),Match 0 + Megaball CO Winners (with Megaplier)
"May 19, 2015",11/15/2015,10 - 12 - 21 - 29 - 65,10,5,"$173,000,000","$104,400,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,4,"$2,500",1,$50,13,$250,13,$5,271,$25,158,$5,451,$25,247,$2,3652,$10,1893,$1,9150,$5,4730
"May 15, 2015",11/11/2015,11 - 17 - 21 - 36 - 74,15,5,"$159,000,000","$97,400,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,5,"$2,500",3,$50,18,$250,8,$5,226,$25,173,$5,393,$25,191,$2,3131,$10,1657,$1,8079,$5,4227
"May 12, 2015",11/08/2015,14 - 30 - 33 - 36 - 44,2,5,"$140,000,000","$84,400,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,0,"$2,500",2,$50,18,$250,8,$5,231,$25,121,$5,321,$25,150,$2,2958,$10,1442,$1,7694,$5,3874
"May 8, 2015",11/04/2015,9 - 21 - 25 - 66 - 72,7,3,"$126,000,000","$78,500,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",1,"$15,000",0,$500,2,"$1,500",1,$50,18,$150,6,$5,215,$15,88,$5,356,$15,217,$2,3011,$6,1676,$1,7698,$3,4253
"May 5, 2015",11/01/2015,11 - 21 - 42 - 62 - 71,7,5,"$110,000,000","$68,100,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,3,"$2,500",0,$50,14,$250,7,$5,237,$25,94,$5,365,$25,183,$2,2949,$10,1622,$1,7607,$5,4136
"May 1, 2015",10/28/2015,17 - 18 - 61 - 66 - 74,3,3,"$96,000,000","$60,400,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,4,"$1,500",3,$50,7,$150,12,$5,138,$15,83,$5,285,$15,140,$2,2332,$6,1254,$1,6447,$3,3585
"April 28, 2015",10/25/2015,22 - 27 - 55 - 58 - 63,11,5,"$85,000,000","$54,700,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,5,"$2,500",2,$50,9,$250,7,$5,152,$25,84,$5,282,$25,145,$2,2234,$10,1226,$1,5825,$5,3318
"April 24, 2015",10/21/2015,24 - 25 - 29 - 47 - 67,4,4,"$74,000,000","$47,800,000",0,0,"$1,000,000",0,"$4,000,000",0,"$5,000",0,"$20,000",0,$500,3,"$2,000",0,$50,7,$200,8,$5,141,$20,96,$5,216,$20,136,$2,2022,$8,1100,$1,5298,$4,3052
"April 21, 2015",10/18/2015,31 - 33 - 35 - 41 - 69,11,5,"$65,000,000","$42,300,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,2,"$2,500",1,$50,8,$250,8,$5,111,$25,92,$5,248,$25,125,$2,1943,$10,1135,$1,5170,$5,3244
"April 17, 2015",10/14/2015,15 - 18 - 29 - 41 - 50,5,2,"$55,000,000","$35,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,4,"$1,000",1,$50,11,$100,6,$5,165,$10,67,$5,194,$10,152,$2,1735,$4,1109,$1,4382,$2,2667
"April 14, 2015",10/11/2015,3 - 7 - 25 - 68 - 71,3,5,"$47,000,000","$30,900,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,2,"$2,500",1,$50,13,$250,7,$5,138,$25,64,$5,220,$25,156,$2,1762,$10,1071,$1,4574,$5,2748
"April 10, 2015",10/07/2015,6 - 11 - 32 - 46 - 68,9,2,"$39,000,000","$25,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,0,"$1,000",2,$50,4,$100,4,$5,136,$10,74,$5,188,$10,129,$2,1549,$4,1078,$1,4019,$2,2573
"April 7, 2015",10/04/2015,5 - 15 - 22 - 26 - 64,6,4,"$30,000,000","$19,500,000",0,0,"$1,000,000",0,"$4,000,000",0,"$5,000",0,"$20,000",0,$500,5,"$2,000",0,$50,9,$200,6,$5,119,$20,79,$5,194,$20,124,$2,1533,$8,1028,$1,3774,$4,2552
"April 3, 2015",09/30/2015,10 - 36 - 47 - 63 - 74,2,5,"$25,000,000","$16,500,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,0,"$2,500",0,$50,7,$250,7,$5,96,$25,67,$5,169,$25,116,$2,1375,$10,871,$1,3662,$5,2402
"March 31, 2015",09/27/2015,8 - 26 - 41 - 61 - 73,11,5,"$20,000,000","$13,100,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,3,"$2,500",1,$50,7,$250,2,$5,91,$25,51,$5,146,$25,95,$2,1463,$10,982,$1,3946,$5,2583
"March 27, 2015",09/23/2015,17 - 21 - 36 - 58 - 70,3,5,"$15,000,000","$9,800,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,0,"$2,500",0,$50,4,$250,3,$5,87,$25,57,$5,160,$25,109,$2,1247,$10,819,$1,3528,$5,2385
"March 24, 2015",09/20/2015,2 - 23 - 32 - 45 - 55,12,2,"$59,000,000","$38,900,000",1,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,2,"$1,000",2,$50,8,$100,4,$5,122,$10,74,$5,202,$10,122,$2,1897,$4,1113,$1,4701,$2,2895
"March 20, 2015",09/16/2015,7 - 50 - 54 - 61 - 75,7,4,"$51,000,000","$33,600,000",0,0,"$1,000,000",0,"$4,000,000",0,"$5,000",1,"$20,000",0,$500,1,"$2,000",0,$50,12,$200,4,$5,114,$20,64,$5,192,$20,98,$2,1845,$8,1137,$1,4881,$4,3020
"March 17, 2015",09/13/2015,11 - 27 - 44 - 45 - 58,3,5,"$42,000,000","$27,100,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,2,"$2,500",0,$50,8,$250,8,$5,155,$25,97,$5,225,$25,150,$2,1802,$10,1076,$1,4499,$5,2643
"March 13, 2015",09/09/2015,8 - 22 - 30 - 42 - 45,3,5,"$33,000,000","$21,000,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,3,"$2,500",1,$50,5,$250,4,$5,125,$25,73,$5,213,$25,118,$2,1665,$10,1103,$1,4059,$5,2822
"March 10, 2015",09/06/2015,10 - 14 - 19 - 30 - 73,14,5,"$25,000,000","$15,900,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,0,"$2,500",1,$50,7,$250,7,$5,121,$25,82,$5,171,$25,114,$2,1525,$10,1000,$1,3851,$5,2420
"March 6, 2015",09/02/2015,30 - 48 - 55 - 68 - 73,5,3,"$20,000,000","$12,500,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,2,"$1,500",0,$50,9,$150,6,$5,91,$15,64,$5,151,$15,99,$2,1366,$6,889,$1,3901,$3,2722
"March 3, 2015",08/30/2015,9 - 11 - 42 - 44 - 50,3,4,"$15,000,000","$9,600,000",0,0,"$1,000,000",0,"$4,000,000",0,"$5,000",1,"$20,000",0,$500,3,"$2,000",2,$50,13,$200,3,$5,123,$20,87,$5,224,$20,154,$2,1694,$8,1084,$1,4202,$4,2719
"Feb. 27, 2015",08/26/2015,7 - 49 - 53 - 60 - 64,4,2,"$127,000,000","$82,200,000",1,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,3,"$1,000",1,$50,17,$100,14,$5,196,$10,107,$5,312,$10,158,$2,2663,$4,1474,$1,7343,$2,3918
"Feb. 24, 2015",08/23/2015,15 - 23 - 26 - 45 - 66,4,3,"$112,000,000","$71,800,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,0,"$1,500",0,$50,8,$150,9,$5,213,$15,94,$5,327,$15,173,$2,2526,$6,1346,$1,6955,$3,3760
"Feb. 20, 2015",08/19/2015,2 - 6 - 8 - 52 - 66,13,3,"$100,000,000","$64,100,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,1,"$1,500",3,$50,18,$150,9,$5,208,$15,131,$5,376,$15,182,$2,2972,$6,1719,$1,7616,$3,4305
"Feb. 17, 2015",08/16/2015,6 - 45 - 50 - 65 - 66,1,5,"$88,000,000","$56,500,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,1,"$2,500",0,$50,6,$250,3,$5,152,$25,86,$5,240,$25,129,$2,2026,$10,1115,$1,5390,$5,3122
"Feb. 13, 2015",08/12/2015,4 - 20 - 44 - 65 - 74,14,3,"$74,000,000","$47,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,1,"$1,500",2,$50,11,$150,8,$5,191,$15,96,$5,281,$15,134,$2,2245,$6,1389,$1,5990,$3,3765
"Feb. 10, 2015",08/09/2015,7 - 42 - 53 - 58 - 71,15,2,"$61,000,000","$39,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,1,"$1,000",0,$50,15,$100,4,$5,145,$10,84,$5,264,$10,163,$2,2316,$4,1549,$1,5910,$2,4115
"Feb. 6, 2015",08/05/2015,5 - 6 - 17 - 33 - 68,13,3,"$49,000,000","$32,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,0,"$1,500",1,$50,13,$150,7,$5,138,$15,106,$5,246,$15,172,$2,1875,$6,1368,$1,4689,$3,3167
"Feb. 3, 2015",08/02/2015,11 - 22 - 25 - 58 - 69,13,5,"$40,000,000","$27,300,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,1,"$2,500",2,$50,9,$250,8,$5,147,$25,95,$5,203,$25,158,$2,1901,$10,1299,$1,4782,$5,3202
"Jan. 30, 2015",07/29/2015,18 - 31 - 39 - 45 - 55,6,5,"$32,000,000","$21,800,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,1,"$2,500",3,$50,13,$250,6,$5,117,$25,96,$5,200,$25,137,$2,1618,$10,1105,$1,4362,$5,2825
"Jan. 27, 2015",07/26/2015,5 - 26 - 27 - 44 - 57,7,3,"$25,000,000","$16,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,0,"$1,500",0,$50,13,$150,6,$5,110,$15,79,$5,261,$15,151,$2,1885,$6,1370,$1,4643,$3,3033
"Jan. 23, 2015",07/22/2015,14 - 15 - 32 - 68 - 72,8,2,"$20,000,000","$13,400,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,2,"$1,000",2,$50,4,$100,4,$5,106,$10,62,$5,190,$10,103,$2,1459,$4,917,$1,4027,$2,2633
"Jan. 20, 2015",07/19/2015,31 - 35 - 56 - 59 - 63,6,5,"$15,000,000","$10,000,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,3,"$2,500",3,$50,10,$250,5,$5,111,$25,87,$5,180,$25,121,$2,1626,$10,1010,$1,4488,$5,3034
"Jan. 16, 2015",07/15/2015,26 - 32 - 44 - 45 - 58,11,3,"$270,000,000","$181,400,000",1,0,"$1,000,000",0,"$3,000,000",0,"$5,000",2,"$15,000",0,$500,7,"$1,500",0,$50,33,$150,16,$5,415,$15,178,$5,684,$15,334,$2,5958,$6,2742,$1,16008,$3,7452
"Jan. 13, 2015",07/12/2015,12 - 20 - 25 - 50 - 51,7,5,"$246,000,000","$161,600,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,8,"$2,500",4,$50,35,$250,20,$5,399,$25,217,$5,715,$25,368,$2,5942,$10,2847,$1,15319,$5,7036
"Jan. 9, 2015",07/08/2015,37 - 49 - 50 - 56 - 57,8,5,"$221,000,000","$143,200,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,3,"$2,500",1,$50,29,$250,12,$5,320,$25,133,$5,563,$25,264,$2,4574,$10,2110,$1,12413,$5,6085
"Jan. 6, 2015",07/05/2015,12 - 20 - 27 - 38 - 75,4,3,"$206,000,000","$134,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",1,"$15,000",0,$500,5,"$1,500",2,$50,30,$150,12,$5,340,$15,180,$5,542,$15,262,$2,4730,$6,2195,$1,12087,$3,5730
"Jan. 2, 2015",07/01/2015,13 - 15 - 35 - 62 - 74,12,4,"$188,000,000","$119,600,000",0,0,"$1,000,000",0,"$4,000,000",0,"$5,000",0,"$20,000",0,$500,2,"$2,000",1,$50,20,$200,10,$5,220,$20,121,$5,414,$20,208,$2,3409,$8,1790,$1,9478,$4,4772
"Dec. 30, 2014",06/28/2015,3 - 7 - 44 - 63 - 67,12,4,"$172,000,000","$109,900,000",0,0,"$1,000,000",0,"$4,000,000",0,"$5,000",0,"$20,000",1,$500,4,"$2,000",0,$50,21,$200,14,$5,248,$20,120,$5,462,$20,201,$2,3540,$8,1679,$1,9213,$4,4417
"Dec. 26, 2014",06/24/2015,2 - 5 - 10 - 20 - 38,14,3,"$156,000,000","$98,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,5,"$1,500",1,$50,18,$150,8,$5,328,$15,168,$5,409,$15,217,$2,2996,$6,1434,$1,7583,$3,3644
"Dec. 23, 2014",06/21/2015,4 - 10 - 31 - 56 - 66,7,3,"$142,000,000","$90,100,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",1,"$15,000",0,$500,4,"$1,500",0,$50,22,$150,5,$5,259,$15,142,$5,428,$15,226,$2,3745,$6,1915,$1,9749,$3,5008
"Dec. 19, 2014",06/17/2015,14 - 18 - 58 - 59 - 68,4,3,"$125,000,000","$78,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,2,"$1,500",3,$50,18,$150,8,$5,183,$15,113,$5,357,$15,162,$2,2855,$6,1561,$1,7706,$3,4018
"Dec. 16, 2014",06/14/2015,41 - 58 - 68 - 72 - 73,1,5,"$113,000,000","$72,700,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,3,"$2,500",1,$50,14,$250,8,$5,188,$25,94,$5,347,$25,163,$2,2697,$10,1395,$1,7501,$5,3791
"Dec. 12, 2014",06/10/2015,2 - 31 - 46 - 58 - 65,7,5,"$102,000,000","$64,800,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,3,"$2,500",0,$50,16,$250,9,$5,197,$25,96,$5,337,$25,177,$2,2841,$10,1547,$1,7644,$5,4160
"Dec. 9, 2014",06/07/2015,27 - 45 - 49 - 51 - 52,14,5,"$91,000,000","$56,000,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",1,$500,5,"$2,500",1,$50,12,$250,7,$5,165,$25,82,$5,254,$25,146,$2,2290,$10,1207,$1,6195,$5,3383
"Dec. 5, 2014",06/03/2015,4 - 5 - 11 - 51 - 59,5,5,"$80,000,000","$49,200,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",1,$500,0,"$2,500",3,$50,16,$250,10,$5,182,$25,93,$5,245,$25,174,$2,2272,$10,1314,$1,5611,$5,3087
"Dec. 2, 2014",05/31/2015,13 - 18 - 22 - 49 - 62,11,5,"$70,000,000","$42,900,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,0,"$2,500",1,$50,15,$250,4,$5,169,$25,75,$5,282,$25,141,$2,2148,$10,1192,$1,5473,$5,3271
"Nov. 28, 2014",05/27/2015,8 - 26 - 29 - 36 - 47,10,3,"$61,000,000","$37,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,3,"$1,500",0,$50,8,$150,9,$5,118,$15,97,$5,218,$15,118,$2,1755,$6,1018,$1,4427,$3,2573
"Nov. 25, 2014",05/24/2015,10 - 11 - 29 - 47 - 56,4,2,"$52,000,000","$31,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,4,"$1,000",2,$50,10,$100,12,$5,142,$10,74,$5,230,$10,137,$2,1926,$4,1084,$1,4967,$2,2793
"Nov. 21, 2014",05/20/2015,3 - 12 - 35 - 37 - 63,15,2,"$43,000,000","$26,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,1,"$1,000",1,$50,8,$100,11,$5,139,$10,83,$5,225,$10,150,$2,1715,$4,1106,$1,4431,$2,2676
"Nov. 18, 2014",05/17/2015,37 - 39 - 53 - 68 - 75,6,2,"$35,000,000","$21,200,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,0,"$1,000",1,$50,8,$100,9,$5,78,$10,88,$5,187,$10,105,$2,1558,$4,982,$1,4272,$2,2813
"Nov. 14, 2014",05/13/2015,3 - 49 - 61 - 62 - 68,15,5,"$26,000,000","$15,700,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,1,"$2,500",1,$50,6,$250,4,$5,82,$25,70,$5,147,$25,104,$2,1469,$10,961,$1,3910,$5,2575
"Nov. 11, 2014",05/10/2015,23 - 25 - 28 - 30 - 75,11,5,"$20,000,000","$12,000,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,1,"$2,500",1,$50,6,$250,7,$5,140,$25,84,$5,169,$25,142,$2,1538,$10,1028,$1,4012,$5,2783
"Nov. 7, 2014",05/06/2015,31 - 35 - 41 - 65 - 66,5,5,"$15,000,000","$9,000,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,1,"$2,500",1,$50,12,$250,12,$5,99,$25,60,$5,161,$25,145,$2,1776,$10,1043,$1,4903,$5,2919
"Nov. 4, 2014",05/03/2015,9 - 15 - 24 - 39 - 41,1,4,"$321,000,000","$194,400,000",1,0,"$1,000,000",0,"$4,000,000",0,"$5,000",1,"$20,000",1,$500,14,"$2,000",3,$50,53,$200,15,$5,652,$20,282,$5,1055,$20,448,$2,8662,$8,3622,$1,22478,$4,9402
"Oct. 31, 2014",04/29/2015,11 - 29 - 36 - 58 - 67,15,2,"$284,000,000","$171,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",1,"$10,000",0,$500,8,"$1,000",1,$50,31,$100,18,$5,390,$10,212,$5,669,$10,281,$2,5931,$4,2754,$1,15922,$2,7084
"Oct. 28, 2014",04/26/2015,3 - 50 - 57 - 58 - 60,11,5,"$252,000,000","$152,600,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",1,$500,3,"$2,500",2,$50,25,$250,11,$5,389,$25,158,$5,611,$25,235,$2,5531,$10,2398,$1,14682,$5,6461
"Oct. 24, 2014",04/22/2015,2 - 14 - 21 - 28 - 55,3,3,"$224,000,000","$136,500,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,7,"$1,500",1,$50,26,$150,15,$5,418,$15,210,$5,561,$15,272,$2,4680,$6,2062,$1,11712,$3,5210
"Oct. 21, 2014",04/19/2015,5 - 35 - 37 - 41 - 66,11,5,"$200,000,000","$122,600,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,6,"$2,500",2,$50,25,$250,10,$5,307,$25,135,$5,487,$25,224,$2,4511,$10,1983,$1,11826,$5,5426
"Oct. 17, 2014",04/15/2015,21 - 31 - 43 - 56 - 60,12,4,"$180,000,000","$110,300,000",0,0,"$1,000,000",0,"$4,000,000",0,"$5,000",1,"$20,000",0,$500,4,"$2,000",0,$50,24,$200,6,$5,249,$20,119,$5,415,$20,185,$2,3418,$8,1572,$1,9409,$4,4392
"Oct. 14, 2014",04/12/2015,11 - 37 - 46 - 64 - 68,15,3,"$166,000,000","$101,700,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,2,"$1,500",1,$50,11,$150,10,$5,241,$15,99,$5,398,$15,186,$2,3374,$6,1610,$1,9031,$3,4312
"Oct. 10, 2014",04/08/2015,2 - 32 - 35 - 50 - 59,3,5,"$150,000,000","$90,700,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,1,"$2,500",1,$50,16,$250,3,$5,231,$25,98,$5,338,$25,173,$2,3057,$10,1493,$1,8371,$5,3938
"Oct. 7, 2014",04/05/2015,16 - 29 - 46 - 48 - 55,2,3,"$136,000,000","$81,600,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,3,"$1,500",1,$50,15,$150,6,$5,203,$15,134,$5,355,$15,149,$2,2935,$6,1381,$1,7868,$3,3915
"Oct. 3, 2014",04/01/2015,3 - 20 - 34 - 58 - 67,6,3,"$120,000,000","$71,300,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,5,"$1,500",1,$50,7,$150,7,$5,182,$15,105,$5,329,$15,138,$2,2753,$6,1427,$1,7260,$3,3758
"Sept. 30, 2014",03/29/2015,3 - 16 - 52 - 54 - 61,6,5,"$105,000,000","$62,600,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,2,"$2,500",1,$50,9,$250,6,$5,190,$25,94,$5,316,$25,149,$2,2697,$10,1420,$1,7031,$5,3481
"Sept. 26, 2014",03/25/2015,17 - 26 - 35 - 46 - 62,9,5,"$93,000,000","$55,000,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,4,"$2,500",1,$50,14,$250,8,$5,148,$25,86,$5,247,$25,133,$2,2114,$10,1159,$1,5676,$5,3082
"Sept. 23, 2014",03/22/2015,21 - 24 - 25 - 40 - 43,12,5,"$83,000,000","$48,700,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",1,"$25,000",0,$500,0,"$2,500",1,$50,12,$250,4,$5,131,$25,66,$5,221,$25,122,$2,2062,$10,1118,$1,5212,$5,2925
"Sept. 19, 2014",03/18/2015,16 - 25 - 27 - 29 - 34,2,2,"$72,000,000","$41,800,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,1,"$1,000",1,$50,14,$100,3,$5,182,$10,81,$5,223,$10,131,$2,1771,$4,1006,$1,4383,$2,2416
"Sept. 16, 2014",03/15/2015,25 - 45 - 51 - 53 - 73,2,2,"$62,000,000","$36,000,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",1,$500,1,"$1,000",0,$50,7,$100,5,$5,128,$10,76,$5,199,$10,103,$2,1658,$4,920,$1,4573,$2,2522
"Sept. 12, 2014",03/11/2015,18 - 28 - 33 - 36 - 42,7,3,"$52,000,000","$30,200,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",1,"$15,000",0,$500,2,"$1,500",2,$50,10,$150,6,$5,134,$15,82,$5,202,$15,144,$2,1732,$6,1104,$1,4651,$3,2827
"Sept. 9, 2014",03/08/2015,25 - 34 - 55 - 70 - 71,1,4,"$41,000,000","$24,200,000",0,0,"$1,000,000",0,"$4,000,000",0,"$5,000",0,"$20,000",0,$500,1,"$2,000",1,$50,10,$200,3,$5,104,$20,57,$5,190,$20,101,$2,1554,$8,854,$1,4167,$4,2431
"Sept. 5, 2014",03/04/2015,7 - 12 - 20 - 24 - 59,7,2,"$33,000,000","$19,600,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",0,$500,1,"$1,000",0,$50,14,$100,3,$5,166,$10,104,$5,236,$10,155,$2,1779,$4,1230,$1,4125,$2,2718
"Sept. 2, 2014",03/01/2015,1 - 8 - 54 - 69 - 72,1,3,"$25,000,000","$14,900,000",0,0,"$1,000,000",0,"$3,000,000",0,"$5,000",0,"$15,000",0,$500,1,"$1,500",2,$50,9,$150,4,$5,105,$15,62,$5,166,$15,94,$2,1349,$6,821,$1,3604,$3,2149
"Aug. 29, 2014",02/25/2015,3 - 26 - 45 - 58 - 73,12,2,"$20,000,000","$12,100,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",1,"$10,000",0,$500,1,"$1,000",0,$50,6,$100,9,$5,93,$10,72,$5,163,$10,94,$2,1487,$4,888,$1,3916,$2,2403
"Aug. 26, 2014",02/22/2015,29 - 31 - 51 - 60 - 64,1,5,"$15,000,000","$9,000,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,0,"$2,500",0,$50,5,$250,4,$5,115,$25,70,$5,182,$25,90,$2,1459,$10,877,$1,3864,$5,2370
"Aug. 22, 2014",02/18/2015,5 - 31 - 34 - 41 - 74,3,5,"$180,000,000","$107,100,000",1,0,"$1,000,000",0,"$5,000,000",0,"$5,000",1,"$25,000",0,$500,4,"$2,500",0,$50,23,$250,10,$5,297,$25,139,$5,493,$25,222,$2,4259,$10,1968,$1,11437,$5,5254
"Aug. 19, 2014",02/15/2015,22 - 39 - 56 - 67 - 71,15,4,"$160,000,000","$95,100,000",0,0,"$1,000,000",0,"$4,000,000",0,"$5,000",0,"$20,000",0,$500,3,"$2,000",3,$50,21,$200,6,$5,287,$20,120,$5,414,$20,209,$2,3814,$8,1789,$1,10806,$4,5048
"Aug. 15, 2014",02/11/2015,16 - 19 - 28 - 29 - 68,9,2,"$144,000,000","$85,900,000",0,0,"$1,000,000",0,"$2,000,000",0,"$5,000",0,"$10,000",1,$500,9,"$1,000",3,$50,21,$100,7,$5,307,$10,142,$5,414,$10,264,$2,3616,$4,1749,$1,9287,$2,4466
"Aug. 12, 2014",02/08/2015,32 - 53 - 60 - 63 - 68,6,4,"$128,000,000","$75,300,000",0,0,"$1,000,000",0,"$4,000,000",0,"$5,000",0,"$20,000",0,$500,5,"$2,000",2,$50,17,$200,9,$5,203,$20,112,$5,316,$20,164,$2,3004,$8,1543,$1,8517,$4,3998
"Aug. 8, 2014",02/04/2015,9 - 16 - 61 - 70 - 75,7,5,"$115,000,000","$68,000,000",0,0,"$1,000,000",0,"$5,000,000",0,"$5,000",0,"$25,000",0,$500,5,"$2,500",1,$50,18,$250,6,$5,195,$25,96,$5,305,$25,164,$2,2921,$10,1440,$1,7619,$5,3868
